"participant","age","age_bin","education","sex","subject","scenario","fitted_model","summed_nLL","rounds"
89,49,"48-57","Technical/community college","Female",89,"NoMemory","GP",672.41166745485,7
89,49,"48-57","Technical/community college","Female",89,"NoMemory","recency",591.361403035147,7
89,49,"48-57","Technical/community college","Female",89,"NoMemory","surprise+",653.368872558537,7
89,49,"48-57","Technical/community college","Female",89,"NoMemory","surprise+_static",1953.14087718868,21
90,34,"28-37","Graduate degree (MA/MSc/MPhil/other)","Female",90,"Memory","full",607.911668770796,7
90,34,"28-37","Graduate degree (MA/MSc/MPhil/other)","Female",90,"Memory","GP",799.185508984948,7
90,34,"28-37","Graduate degree (MA/MSc/MPhil/other)","Female",90,"Memory","recency",613.570239391563,7
90,34,"28-37","Graduate degree (MA/MSc/MPhil/other)","Female",90,"Memory","surprise+",719.604197175338,7
90,34,"28-37","Graduate degree (MA/MSc/MPhil/other)","Female",90,"Memory","surprise+_static",2097.65299483296,21
90,34,"28-37","Graduate degree (MA/MSc/MPhil/other)","Female",90,"NoMemory","full",482.385811996096,7
90,34,"28-37","Graduate degree (MA/MSc/MPhil/other)","Female",90,"NoMemory","GP",591.141972697579,7
90,34,"28-37","Graduate degree (MA/MSc/MPhil/other)","Female",90,"NoMemory","recency",492.476286507374,7
90,34,"28-37","Graduate degree (MA/MSc/MPhil/other)","Female",90,"NoMemory","surprise+",583.951510488117,7
90,34,"28-37","Graduate degree (MA/MSc/MPhil/other)","Female",90,"NoMemory","surprise+_static",1717.17919429029,21
91,75,"68-77","High school diploma/A-levels","Male",91,"Memory","full",716.468277784504,7
91,75,"68-77","High school diploma/A-levels","Male",91,"Memory","GP",728.869224921576,7
91,75,"68-77","High school diploma/A-levels","Male",91,"Memory","recency",703.497670437119,7
91,75,"68-77","High school diploma/A-levels","Male",91,"Memory","surprise+",733.200650941457,7
91,75,"68-77","High school diploma/A-levels","Male",91,"Memory","surprise+_static",2148.50711661743,21
91,75,"68-77","High school diploma/A-levels","Male",91,"NoMemory","full",597.661301272184,7
91,75,"68-77","High school diploma/A-levels","Male",91,"NoMemory","GP",572.197682831238,7
91,75,"68-77","High school diploma/A-levels","Male",91,"NoMemory","recency",626.794294255312,7
91,75,"68-77","High school diploma/A-levels","Male",91,"NoMemory","surprise+",589.552245196528,7
91,75,"68-77","High school diploma/A-levels","Male",91,"NoMemory","surprise+_static",1748.27392224523,21
92,25,"18-27","Undergraduate degree (BA/BSc/other)","Female",92,"Memory","full",657.985184766639,7
92,25,"18-27","Undergraduate degree (BA/BSc/other)","Female",92,"Memory","GP",673.635520215913,7
92,25,"18-27","Undergraduate degree (BA/BSc/other)","Female",92,"Memory","recency",630.995836765048,7
92,25,"18-27","Undergraduate degree (BA/BSc/other)","Female",92,"Memory","surprise+",694.42164640481,7
92,25,"18-27","Undergraduate degree (BA/BSc/other)","Female",92,"Memory","surprise+_static",1938.54635941229,21
92,25,"18-27","Undergraduate degree (BA/BSc/other)","Female",92,"NoMemory","full",505.755257929262,7
92,25,"18-27","Undergraduate degree (BA/BSc/other)","Female",92,"NoMemory","GP",489.204242780028,7
92,25,"18-27","Undergraduate degree (BA/BSc/other)","Female",92,"NoMemory","recency",547.692895272425,7
92,25,"18-27","Undergraduate degree (BA/BSc/other)","Female",92,"NoMemory","surprise+",483.973162376776,7
92,25,"18-27","Undergraduate degree (BA/BSc/other)","Female",92,"NoMemory","surprise+_static",1766.63455855025,21
93,20,"18-27","High school diploma/A-levels","Female",93,"Memory","full",587.843336056246,7
93,20,"18-27","High school diploma/A-levels","Female",93,"Memory","GP",737.953258788687,7
93,20,"18-27","High school diploma/A-levels","Female",93,"Memory","recency",592.011678539541,7
93,20,"18-27","High school diploma/A-levels","Female",93,"Memory","surprise+",748.01240465745,7
93,20,"18-27","High school diploma/A-levels","Female",93,"Memory","surprise+_static",2092.01197228816,21
93,20,"18-27","High school diploma/A-levels","Female",93,"NoMemory","full",651.715428618434,7
93,20,"18-27","High school diploma/A-levels","Female",93,"NoMemory","GP",829.353722586469,7
93,20,"18-27","High school diploma/A-levels","Female",93,"NoMemory","recency",638.86897489745,7
93,20,"18-27","High school diploma/A-levels","Female",93,"NoMemory","surprise+",717.867671158819,7
93,20,"18-27","High school diploma/A-levels","Female",93,"NoMemory","surprise+_static",2097.0222125372,21
94,26,"18-27","High school diploma/A-levels","Female",94,"Memory","full",679.765419238546,7
94,26,"18-27","High school diploma/A-levels","Female",94,"Memory","GP",752.931919885509,7
94,26,"18-27","High school diploma/A-levels","Female",94,"Memory","recency",680.603459688899,7
94,26,"18-27","High school diploma/A-levels","Female",94,"Memory","surprise+",755.331691843694,7
94,26,"18-27","High school diploma/A-levels","Female",94,"Memory","surprise+_static",2197.05934902993,21
94,26,"18-27","High school diploma/A-levels","Female",94,"NoMemory","full",674.523576119634,7
94,26,"18-27","High school diploma/A-levels","Female",94,"NoMemory","GP",723.076238708329,7
94,26,"18-27","High school diploma/A-levels","Female",94,"NoMemory","recency",664.413889712519,7
94,26,"18-27","High school diploma/A-levels","Female",94,"NoMemory","surprise+",706.249228658966,7
94,26,"18-27","High school diploma/A-levels","Female",94,"NoMemory","surprise+_static",2085.34885691248,21
95,59,"58-67","Undergraduate degree (BA/BSc/other)","Female",95,"Memory","full",673.693244718183,7
95,59,"58-67","Undergraduate degree (BA/BSc/other)","Female",95,"Memory","GP",719.121375510843,7
95,59,"58-67","Undergraduate degree (BA/BSc/other)","Female",95,"Memory","recency",672.012690824795,7
95,59,"58-67","Undergraduate degree (BA/BSc/other)","Female",95,"Memory","surprise+",718.443777624758,7
95,59,"58-67","Undergraduate degree (BA/BSc/other)","Female",95,"Memory","surprise+_static",2133.64781604686,21
95,59,"58-67","Undergraduate degree (BA/BSc/other)","Female",95,"NoMemory","full",639.189263777591,7
95,59,"58-67","Undergraduate degree (BA/BSc/other)","Female",95,"NoMemory","GP",604.520738993076,7
95,59,"58-67","Undergraduate degree (BA/BSc/other)","Female",95,"NoMemory","recency",599.735542932101,7
95,59,"58-67","Undergraduate degree (BA/BSc/other)","Female",95,"NoMemory","surprise+",601.230309062064,7
95,59,"58-67","Undergraduate degree (BA/BSc/other)","Female",95,"NoMemory","surprise+_static",1826.36447044206,21
96,67,"58-67","Graduate degree (MA/MSc/MPhil/other)","Female",96,"Memory","full",547.407352917554,7
96,67,"58-67","Graduate degree (MA/MSc/MPhil/other)","Female",96,"Memory","GP",683.108600864445,7
96,67,"58-67","Graduate degree (MA/MSc/MPhil/other)","Female",96,"Memory","recency",548.626984710105,7
96,67,"58-67","Graduate degree (MA/MSc/MPhil/other)","Female",96,"Memory","surprise+",677.645275211277,7
96,67,"58-67","Graduate degree (MA/MSc/MPhil/other)","Female",96,"Memory","surprise+_static",2086.33681390912,21
96,67,"58-67","Graduate degree (MA/MSc/MPhil/other)","Female",96,"NoMemory","full",686.893308032773,7
96,67,"58-67","Graduate degree (MA/MSc/MPhil/other)","Female",96,"NoMemory","GP",624.282407404216,7
96,67,"58-67","Graduate degree (MA/MSc/MPhil/other)","Female",96,"NoMemory","recency",608.403347610521,7
96,67,"58-67","Graduate degree (MA/MSc/MPhil/other)","Female",96,"NoMemory","surprise+",677.187079793049,7
96,67,"58-67","Graduate degree (MA/MSc/MPhil/other)","Female",96,"NoMemory","surprise+_static",1994.77997154764,21
97,65,"58-67","Undergraduate degree (BA/BSc/other)","Female",97,"Memory","full",618.150650584005,7
97,65,"58-67","Undergraduate degree (BA/BSc/other)","Female",97,"Memory","GP",671.612304775147,7
97,65,"58-67","Undergraduate degree (BA/BSc/other)","Female",97,"Memory","recency",628.368805659306,7
97,65,"58-67","Undergraduate degree (BA/BSc/other)","Female",97,"Memory","surprise+",575.884970398584,7
97,65,"58-67","Undergraduate degree (BA/BSc/other)","Female",97,"Memory","surprise+_static",1860.0583385725,21
97,65,"58-67","Undergraduate degree (BA/BSc/other)","Female",97,"NoMemory","full",426.830123812729,7
97,65,"58-67","Undergraduate degree (BA/BSc/other)","Female",97,"NoMemory","GP",508.959452658188,7
97,65,"58-67","Undergraduate degree (BA/BSc/other)","Female",97,"NoMemory","recency",465.087524340832,7
97,65,"58-67","Undergraduate degree (BA/BSc/other)","Female",97,"NoMemory","surprise+",453.316731329965,7
97,65,"58-67","Undergraduate degree (BA/BSc/other)","Female",97,"NoMemory","surprise+_static",1404.57574047191,21
98,46,"38-47","Undergraduate degree (BA/BSc/other)","Female",98,"Memory","full",555.62008229887,7
98,46,"38-47","Undergraduate degree (BA/BSc/other)","Female",98,"Memory","GP",673.497590210029,7
98,46,"38-47","Undergraduate degree (BA/BSc/other)","Female",98,"Memory","recency",552.449555374391,7
98,46,"38-47","Undergraduate degree (BA/BSc/other)","Female",98,"Memory","surprise+",612.570155581673,7
98,46,"38-47","Undergraduate degree (BA/BSc/other)","Female",98,"Memory","surprise+_static",1813.4223965886,21
98,46,"38-47","Undergraduate degree (BA/BSc/other)","Female",98,"NoMemory","full",461.555132844187,7
98,46,"38-47","Undergraduate degree (BA/BSc/other)","Female",98,"NoMemory","GP",502.077733021085,7
98,46,"38-47","Undergraduate degree (BA/BSc/other)","Female",98,"NoMemory","recency",514.70446023956,7
98,46,"38-47","Undergraduate degree (BA/BSc/other)","Female",98,"NoMemory","surprise+",483.26145834685,7
98,46,"38-47","Undergraduate degree (BA/BSc/other)","Female",98,"NoMemory","surprise+_static",1436.5429234373,21
99,29,"28-37","Undergraduate degree (BA/BSc/other)","Female",99,"Memory","full",556.644990270552,7
99,29,"28-37","Undergraduate degree (BA/BSc/other)","Female",99,"Memory","GP",646.73376468909,7
99,29,"28-37","Undergraduate degree (BA/BSc/other)","Female",99,"Memory","recency",580.56285227676,7
99,29,"28-37","Undergraduate degree (BA/BSc/other)","Female",99,"Memory","surprise+",694.831007558584,7
99,29,"28-37","Undergraduate degree (BA/BSc/other)","Female",99,"Memory","surprise+_static",1836.91573936668,21
99,29,"28-37","Undergraduate degree (BA/BSc/other)","Female",99,"NoMemory","full",640.412679044966,7
99,29,"28-37","Undergraduate degree (BA/BSc/other)","Female",99,"NoMemory","GP",703.693750302868,7
99,29,"28-37","Undergraduate degree (BA/BSc/other)","Female",99,"NoMemory","recency",623.777129286326,7
99,29,"28-37","Undergraduate degree (BA/BSc/other)","Female",99,"NoMemory","surprise+",684.102345056368,7
99,29,"28-37","Undergraduate degree (BA/BSc/other)","Female",99,"NoMemory","surprise+_static",2010.12277094724,21
100,58,"58-67","Secondary education (e.g. GED/GCSE)","Male",100,"Memory","full",542.999874144506,7
100,58,"58-67","Secondary education (e.g. GED/GCSE)","Male",100,"Memory","GP",540.800357573211,7
100,58,"58-67","Secondary education (e.g. GED/GCSE)","Male",100,"Memory","recency",500.45404611073,7
100,58,"58-67","Secondary education (e.g. GED/GCSE)","Male",100,"Memory","surprise+",564.27634578547,7
100,58,"58-67","Secondary education (e.g. GED/GCSE)","Male",100,"Memory","surprise+_static",1673.50593038589,21
100,58,"58-67","Secondary education (e.g. GED/GCSE)","Male",100,"NoMemory","full",319.975732907386,7
100,58,"58-67","Secondary education (e.g. GED/GCSE)","Male",100,"NoMemory","GP",316.434125223866,7
100,58,"58-67","Secondary education (e.g. GED/GCSE)","Male",100,"NoMemory","recency",342.832745633849,7
100,58,"58-67","Secondary education (e.g. GED/GCSE)","Male",100,"NoMemory","surprise+",318.45324784349,7
100,58,"58-67","Secondary education (e.g. GED/GCSE)","Male",100,"NoMemory","surprise+_static",972.300624397065,21
101,55,"48-57","Technical/community college","Male",101,"Memory","full",687.117629184378,7
101,55,"48-57","Technical/community college","Male",101,"Memory","GP",607.952434290082,7
101,55,"48-57","Technical/community college","Male",101,"Memory","recency",621.658533585675,7
101,55,"48-57","Technical/community college","Male",101,"Memory","surprise+",651.785901686149,7
101,55,"48-57","Technical/community college","Male",101,"Memory","surprise+_static",2046.55204531011,21
101,55,"48-57","Technical/community college","Male",101,"NoMemory","full",650.913802483552,7
101,55,"48-57","Technical/community college","Male",101,"NoMemory","GP",615.147686986569,7
101,55,"48-57","Technical/community college","Male",101,"NoMemory","recency",658.869200191127,7
101,55,"48-57","Technical/community college","Male",101,"NoMemory","surprise+",646.759717608314,7
101,55,"48-57","Technical/community college","Male",101,"NoMemory","surprise+_static",1940.48396468215,21
102,65,"58-67","Undergraduate degree (BA/BSc/other)","Female",102,"Memory","full",587.969383535183,7
102,65,"58-67","Undergraduate degree (BA/BSc/other)","Female",102,"Memory","GP",678.391502449253,7
102,65,"58-67","Undergraduate degree (BA/BSc/other)","Female",102,"Memory","recency",526.008170547329,7
102,65,"58-67","Undergraduate degree (BA/BSc/other)","Female",102,"Memory","surprise+",725.993770243455,7
102,65,"58-67","Undergraduate degree (BA/BSc/other)","Female",102,"Memory","surprise+_static",1972.63548475313,21
102,65,"58-67","Undergraduate degree (BA/BSc/other)","Female",102,"NoMemory","full",625.502884557112,7
102,65,"58-67","Undergraduate degree (BA/BSc/other)","Female",102,"NoMemory","GP",683.696862593651,7
102,65,"58-67","Undergraduate degree (BA/BSc/other)","Female",102,"NoMemory","recency",663.064716437502,7
102,65,"58-67","Undergraduate degree (BA/BSc/other)","Female",102,"NoMemory","surprise+",723.009936705355,7
102,65,"58-67","Undergraduate degree (BA/BSc/other)","Female",102,"NoMemory","surprise+_static",2091.1624589789,21
103,47,"38-47","Undergraduate degree (BA/BSc/other)","Male",103,"Memory","full",637.82446942447,7
103,47,"38-47","Undergraduate degree (BA/BSc/other)","Male",103,"Memory","GP",767.535810461887,7
103,47,"38-47","Undergraduate degree (BA/BSc/other)","Male",103,"Memory","recency",629.437947989465,7
103,47,"38-47","Undergraduate degree (BA/BSc/other)","Male",103,"Memory","surprise+",723.751697933967,7
103,47,"38-47","Undergraduate degree (BA/BSc/other)","Male",103,"Memory","surprise+_static",2093.35191229242,21
103,47,"38-47","Undergraduate degree (BA/BSc/other)","Male",103,"NoMemory","full",666.550162121811,7
103,47,"38-47","Undergraduate degree (BA/BSc/other)","Male",103,"NoMemory","GP",753.008542737989,7
103,47,"38-47","Undergraduate degree (BA/BSc/other)","Male",103,"NoMemory","recency",649.724498518271,7
103,47,"38-47","Undergraduate degree (BA/BSc/other)","Male",103,"NoMemory","surprise+",717.043243937977,7
103,47,"38-47","Undergraduate degree (BA/BSc/other)","Male",103,"NoMemory","surprise+_static",2068.50009467042,21
104,21,"18-27","High school diploma/A-levels","Female",104,"Memory","full",415.614811155949,7
104,21,"18-27","High school diploma/A-levels","Female",104,"Memory","GP",397.801217718264,7
104,21,"18-27","High school diploma/A-levels","Female",104,"Memory","recency",405.846734816629,7
104,21,"18-27","High school diploma/A-levels","Female",104,"Memory","surprise+",398.100197666443,7
104,21,"18-27","High school diploma/A-levels","Female",104,"Memory","surprise+_static",1185.02489328644,21
104,21,"18-27","High school diploma/A-levels","Female",104,"NoMemory","full",421.977266259482,7
104,21,"18-27","High school diploma/A-levels","Female",104,"NoMemory","GP",431.151515695065,7
104,21,"18-27","High school diploma/A-levels","Female",104,"NoMemory","recency",436.448764816386,7
104,21,"18-27","High school diploma/A-levels","Female",104,"NoMemory","surprise+",440.881516369576,7
104,21,"18-27","High school diploma/A-levels","Female",104,"NoMemory","surprise+_static",1315.7145813209,21
105,57,"48-57","Undergraduate degree (BA/BSc/other)","Male",105,"Memory","full",642.437371597288,7
105,57,"48-57","Undergraduate degree (BA/BSc/other)","Male",105,"Memory","GP",732.840853609854,7
105,57,"48-57","Undergraduate degree (BA/BSc/other)","Male",105,"Memory","recency",619.546338701966,7
105,57,"48-57","Undergraduate degree (BA/BSc/other)","Male",105,"Memory","surprise+",746.934450647917,7
105,57,"48-57","Undergraduate degree (BA/BSc/other)","Male",105,"Memory","surprise+_static",2115.71057797234,21
105,57,"48-57","Undergraduate degree (BA/BSc/other)","Male",105,"NoMemory","full",625.384959254773,7
105,57,"48-57","Undergraduate degree (BA/BSc/other)","Male",105,"NoMemory","GP",595.221138841007,7
105,57,"48-57","Undergraduate degree (BA/BSc/other)","Male",105,"NoMemory","recency",606.928750193562,7
105,57,"48-57","Undergraduate degree (BA/BSc/other)","Male",105,"NoMemory","surprise+",603.792256991668,7
105,57,"48-57","Undergraduate degree (BA/BSc/other)","Male",105,"NoMemory","surprise+_static",1973.32191552501,21
106,20,"18-27","High school diploma/A-levels","Male",106,"Memory","full",534.758515092111,7
106,20,"18-27","High school diploma/A-levels","Male",106,"Memory","GP",632.486151907708,7
106,20,"18-27","High school diploma/A-levels","Male",106,"Memory","recency",538.430159247934,7
106,20,"18-27","High school diploma/A-levels","Male",106,"Memory","surprise+",608.542189461706,7
106,20,"18-27","High school diploma/A-levels","Male",106,"Memory","surprise+_static",1753.3013487097,21
106,20,"18-27","High school diploma/A-levels","Male",106,"NoMemory","full",611.100307275797,7
